issn_l,esac_publisher
0167-9457,Elsevier
0046-8177,Elsevier
1053-4822,Elsevier
0304-386X,Elsevier
0019-1035,Elsevier
2468-6018,Elsevier
2949-7086,Elsevier
2949-9151,Elsevier
0262-8856,Elsevier
1776-9817,Elsevier
2667-1190,Elsevier
0165-2478,Elsevier
2542-3606,Elsevier
0019-3577,Elsevier
0926-6690,Elsevier
0019-8501,Elsevier
0163-6383,Elsevier
2468-0451,Elsevier
0378-7206,Elsevier
0890-5401,Elsevier
1471-7727,Elsevier
0950-5849,Elsevier
0167-6245,Elsevier
1566-2535,Elsevier
0306-4573,Elsevier
0020-0190,Elsevier
0020-0255,Elsevier
0306-4379,Elsevier
1350-4495,Elsevier
0020-1383,Elsevier
1466-8564,Elsevier
1387-7003,Elsevier
0020-1693,Elsevier
0965-1748,Elsevier
0167-6687,Elsevier
0167-9260,Elsevier
0160-2896,Elsevier
0964-3397,Elsevier
0966-9795,Elsevier
0964-8305,Elsevier
0969-5931,Elsevier
0735-1933,Elsevier
0958-6946,Elsevier
2110-7017,Elsevier
1755-599X,Elsevier
1567-5769,Elsevier
0020-7519,Elsevier
1467-0895,Elsevier
0143-7496,Elsevier
0924-8579,Elsevier
0888-613X,Elsevier
1357-2725,Elsevier
0141-8130,Elsevier
0167-5273,Elsevier
2212-8689,Elsevier
0166-5162,Elsevier
1874-5482,Elsevier
2212-4209,Elsevier
0955-3959,Elsevier
0738-0593,Elsevier
0883-0355,Elsevier
0020-7225,Elsevier
0142-1123,Elsevier
0168-1605,Elsevier
0169-2070,Elsevier
1878-450X,Elsevier
1878-0148,Elsevier
0142-727X,Elsevier
0017-9310,Elsevier
0278-4319,Elsevier
1071-5819,Elsevier
0360-3199,Elsevier
1438-4639,Elsevier
0734-743X,Elsevier
0169-8141,Elsevier
0167-7187,Elsevier
0268-4012,Elsevier
0147-1767,Elsevier
0160-2527,Elsevier
1876-763X,Elsevier
0890-6955,Elsevier
1387-3806,Elsevier
0020-7403,Elsevier
1386-5056,Elsevier
0301-9322,Elsevier
0020-7462,Elsevier
0020-7489,Elsevier
0959-289X,Elsevier
0901-5027,Elsevier
1878-1241,Elsevier
1878-0164,Elsevier
1879-9817,Elsevier
0165-5876,Elsevier
0378-5173,Elsevier
0749-6419,Elsevier
0308-0161,Elsevier
0925-5273,Elsevier
0263-7863,Elsevier
0167-8760,Elsevier
0360-3016,Elsevier
0263-4368,Elsevier
0140-7007,Elsevier
0167-8116,Elsevier
1365-1609,Elsevier
0020-7683,Elsevier
1290-0729,Elsevier
1761-7227,Elsevier
1059-0560,Elsevier
1477-3880,Elsevier
1057-5219,Elsevier
0144-8188,Elsevier
2542-6605,Elsevier
2772-4441,Elsevier
1876-0988,Elsevier
0019-0578,Elsevier
0924-2716,Elsevier
1876-7591,Elsevier
1876-7605,Elsevier
2405-500X,Elsevier
2213-1779,Elsevier
2772-414X,Elsevier
0922-1425,Elsevier
2949-9623,Elsevier
2949-9690,Elsevier
2773-2320,Elsevier
2542-4513,Elsevier
1297-319X,Elsevier
2772-9648,Elsevier
1878-786X,Elsevier
0021-7824,Elsevier
0987-7983,Elsevier
0762-915X,Elsevier
2543-3431,Elsevier
1617-1381,Elsevier
0181-5512,Elsevier
1091-8531,Elsevier
0165-4101,Elsevier
0278-4254,Elsevier
0748-5751,Elsevier
1054-139X,Elsevier
0021-8502,Elsevier
0165-0327,Elsevier
1464-343X,Elsevier
0890-4065,Elsevier
0969-6997,Elsevier
0021-8693,Elsevier
0925-8388,Elsevier
0165-2370,Elsevier
0278-4165,Elsevier
0887-6185,Elsevier
0193-3973,Elsevier
0926-9851,Elsevier
2214-7861,Elsevier
0021-9045,Elsevier
0305-4403,Elsevier
2352-409X,Elsevier
0140-1963,Elsevier
1367-9120,Elsevier
1049-0078,Elsevier
1226-8615,Elsevier
1364-6826,Elsevier
0896-8411,Elsevier
0378-4266,Elsevier
0005-7916,Elsevier
2589-9791,Elsevier
2214-8043,Elsevier
2214-6350,Elsevier
0021-9290,Elsevier
1532-0464,Elsevier
0168-1656,Elsevier
1360-8592,Elsevier
2352-7102,Elsevier
0148-2963,Elsevier
0883-9026,Elsevier
2667-2774,Elsevier
2352-6734,Elsevier
2213-5383,Elsevier
1071-9164,Elsevier
0914-5087,Elsevier
1878-5409,Elsevier
1053-0770,Elsevier
1876-861X,Elsevier
0021-9517,Elsevier
0733-5210,Elsevier
0891-0618,Elsevier
1556-3499,Elsevier
1556-3707,Elsevier
1755-5345,Elsevier
0021-9673,Elsevier
1570-0232,Elsevier
0959-6526,Elsevier
2949-7280,Elsevier
0973-6883,Elsevier
0952-8180,Elsevier
1094-6950,Elsevier
0895-4356,Elsevier
1876-4789,Elsevier
0967-5868,Elsevier
0976-5662,Elsevier
1386-6532,Elsevier
0021-9797,Elsevier
0097-3165,Elsevier
0095-8956,Elsevier
2405-8505,Elsevier
0021-9924,Elsevier
0147-5967,Elsevier
0021-9975,Elsevier
0885-064X,Elsevier
2772-8277,Elsevier
0377-0427,Elsevier
0021-9991,Elsevier
1877-7503,Elsevier
0022-0000,Elsevier
2590-1184,Elsevier
0143-974X,Elsevier
0169-7722,Elsevier
1815-5669,Elsevier
2212-1447,Elsevier
0168-3659,Elsevier
2213-297X,Elsevier
0929-1199,Elsevier
1010-5182,Elsevier
0047-2352,Elsevier
0883-9441,Elsevier
0022-0248,Elsevier
1296-2074,Elsevier
2950-1059,Elsevier
1569-1993,Elsevier
0300-5712,Elsevier
0923-1811,Elsevier
2212-571X,Elsevier
0304-3878,Elsevier
1056-8727,Elsevier
0022-0396,Elsevier
1773-2247,Elsevier
0304-4076,Elsevier
0167-2681,Elsevier
0165-1889,Elsevier
0167-4870,Elsevier
0022-0531,Elsevier
0148-6195,Elsevier
1572-6657,Elsevier
0022-0736,Elsevier
1050-6411,Elsevier
0368-2048,Elsevier
0304-3886,Elsevier
0736-4679,Elsevier
0099-1767,Elsevier
0927-5398,Elsevier
0099-2399,Elsevier
2095-4956,Elsevier
2352-152X,Elsevier
0923-4748,Elsevier
1475-1585,Elsevier
2213-2929,Elsevier
0095-0696,Elsevier
0301-4797,Elsevier
0272-4944,Elsevier
0265-931X,Elsevier
1001-0742,Elsevier
2949-9054,Elsevier
0737-0806,Elsevier
0378-8741,Elsevier
1557-5063,Elsevier
0022-0965,Elsevier
0022-0981,Elsevier
0022-1031,Elsevier
1877-8585,Elsevier
0304-405X,Elsevier
1042-9573,Elsevier
1386-4181,Elsevier
1572-3089,Elsevier
0094-730X,Elsevier
0889-9746,Elsevier
0022-1139,Elsevier
0889-1575,Elsevier
0260-8774,Elsevier
1752-928X,Elsevier
0022-1236,Elsevier
1091-255X,Elsevier
1873-5533,Elsevier
0375-6742,Elsevier
0264-3707,Elsevier
0393-0440,Elsevier
1879-4068,Elsevier
0380-1330,Elsevier
2468-7847,Elsevier
0363-5023,Elsevier
0894-1130,Elsevier
0304-3894,Elsevier
0167-6296,Elsevier
1053-2498,Elsevier
0168-8278,Elsevier
2210-8033,Elsevier
2214-4048,Elsevier
1047-8310,Elsevier
0305-7488,Elsevier
0195-6701,Elsevier
1473-8376,Elsevier
1051-1377,Elsevier
0047-2484,Elsevier
1570-6443,Elsevier
0022-1694,Elsevier
0022-1759,Elsevier
2468-4988,Elsevier
1226-086X,Elsevier
2452-414X,Elsevier
2214-2126,Elsevier
1751-1577,Elsevier
0162-0134,Elsevier
0022-1910,Elsevier
2095-4964,Elsevier
1061-9518,Elsevier
0022-1996,Elsevier
1042-4431,Elsevier
1075-4253,Elsevier
0261-5606,Elsevier
2405-4526,Elsevier
0022-2011,Elsevier
0022-202X,Elsevier
2059-7754,Elsevier
2352-2208,Elsevier
0950-4230,Elsevier
0022-2313,Elsevier
0164-0704,Elsevier
1090-7807,Elsevier
0304-8853,Elsevier
0161-4754,Elsevier
1526-6125,Elsevier
0278-6125,Elsevier
0924-7963,Elsevier
0924-0136,Elsevier
1005-0302,Elsevier
0022-247X,Elsevier
0732-3123,Elsevier
0304-4068,Elsevier
0022-2496,Elsevier
1876-7982,Elsevier
1156-5233,Elsevier
2949-916X,Elsevier
0376-7388,Elsevier
0749-596X,Elsevier
0167-7012,Elsevier
0022-2828,Elsevier
0022-2836,Elsevier
1093-3263,Elsevier
0167-7322,Elsevier
0022-2852,Elsevier
0022-2860,Elsevier
0304-3932,Elsevier
1042-444X,Elsevier
0047-259X,Elsevier
1355-1841,Elsevier
1084-8045,Elsevier
0165-5728,Elsevier
0911-6044,Elsevier
0150-9861,Elsevier
0165-0270,Elsevier
0022-3093,Elsevier
0377-0257,Elsevier
1071-3581,Elsevier
0022-3115,Elsevier
0022-314X,Elsevier
2155-8256,Elsevier
1499-4046,Elsevier
2211-3649,Elsevier
0090-0311,Elsevier
1701-2163,Elsevier
0278-2391,Elsevier
2212-5558,Elsevier
2212-4268,Elsevier
1349-0079,Elsevier
0022-328X,Elsevier
0949-2658,Elsevier
0972-978X,Elsevier
2213-0780,Elsevier
0885-3924,Elsevier
0743-7315,Elsevier
1083-3188,Elsevier
0891-5245,Elsevier
0882-5963,Elsevier
0022-3468,Elsevier
1477-5131,Elsevier
1089-9472,Elsevier
0731-7085,Elsevier
2949-771X,Elsevier
0022-3549,Elsevier
1056-8719,Elsevier
0095-4470,Elsevier
1010-6030,Elsevier
1011-1344,Elsevier
1389-5567,Elsevier
0022-3697,Elsevier
0176-1617,Elsevier
1748-6815,Elsevier
0161-8938,Elsevier
0378-7753,Elsevier
0378-2166,Elsevier
0959-1524,Elsevier
8755-7223,Elsevier
1874-3919,Elsevier
0022-3956,Elsevier
0022-3999,Elsevier
0047-2727,Elsevier
1478-4092,Elsevier
0022-4049,Elsevier
0022-4073,Elsevier
1546-0843,Elsevier
2210-9706,Elsevier
1002-0721,Elsevier
1051-2276,Elsevier
0165-0378,Elsevier
0092-6566,Elsevier
0022-4359,Elsevier
0969-6989,Elsevier
0743-0167,Elsevier
2949-9267,Elsevier
0022-4375,Elsevier
0022-4405,Elsevier
1878-1861,Elsevier
1060-3743,Elsevier
1058-2746,Elsevier
0022-4596,Elsevier
0022-460X,Elsevier
0895-9811,Elsevier
0378-3758,Elsevier
0960-0760,Elsevier
2468-7855,Elsevier
0022-474X,Elsevier
0963-8687,Elsevier
1052-3057,Elsevier
1047-8477,Elsevier
0191-8141,Elsevier
2949-8759,Elsevier
1878-7452,Elsevier
0022-4804,Elsevier
2950-3701,Elsevier
0747-7171,Elsevier
1383-7621,Elsevier
2667-2960,Elsevier
2212-2672,Elsevier
0890-8567,Elsevier
0190-9622,Elsevier
1546-1440,Elsevier
1525-8610,Elsevier
1544-3191,Elsevier
2213-2945,Elsevier
0894-7317,Elsevier
1743-9671,Elsevier
0955-2219,Elsevier
0016-0032,Elsevier
0019-4522,Elsevier
0889-1583,Elsevier
1878-0180,Elsevier
0022-5096,Elsevier
0027-9684,Elsevier
0022-510X,Elsevier
1876-1070,Elsevier
2212-4438,Elsevier
0022-5193,Elsevier
0306-4565,Elsevier
1556-0864,Elsevier
1538-7836,Elsevier
0965-206X,Elsevier
0946-672X,Elsevier
2214-1405,Elsevier
0966-6923,Elsevier
0094-1190,Elsevier
1051-0443,Elsevier
1062-0303,Elsevier
0741-5214,Elsevier
1558-7878,Elsevier
1760-2734,Elsevier
0166-0934,Elsevier
1878-7886,Elsevier
1047-3203,Elsevier
0001-8791,Elsevier
0892-1997,Elsevier
0377-0273,Elsevier
2214-7144,Elsevier
1570-8268,Elsevier
0167-6105,Elsevier
1090-9516,Elsevier
2949-9127,Elsevier
0085-2538,Elsevier
1779-0123,Elsevier
0950-7051,Elsevier
0755-4982,Elsevier
2666-4798,Elsevier
0248-8663,Elsevier
0023-6837,Elsevier
0927-5371,Elsevier
0264-8377,Elsevier
0169-2046,Elsevier
0271-5309,Elsevier
0388-0001,Elsevier
2950-0249,Elsevier
2772-9532,Elsevier
1279-7960,Elsevier
1041-6080,Elsevier
0959-4752,Elsevier
0023-9690,Elsevier
2210-6561,Elsevier
1344-6223,Elsevier
0013-7006,Elsevier
0145-2126,Elsevier
0014-3855,Elsevier
0740-8188,Elsevier
0024-3205,Elsevier
2214-5524,Elsevier
0075-9511,Elsevier
0024-3795,Elsevier
0024-3841,Elsevier
0898-5898,Elsevier
0024-4937,Elsevier
1871-1413,Elsevier
0024-6301,Elsevier
0169-5002,Elsevier
0730-725X,Elsevier
1044-5005,Elsevier
2213-8463,Elsevier
0264-8172,Elsevier
0304-4203,Elsevier
0141-1136,Elsevier
1874-7787,Elsevier
0025-3227,Elsevier
0377-8398,Elsevier
0308-597X,Elsevier
0025-326X,Elsevier
0951-8339,Elsevier
2589-1529,Elsevier
1044-5803,Elsevier
0254-0584,Elsevier
0167-577X,Elsevier
0025-5408,Elsevier
0921-5093,Elsevier
0921-5107,Elsevier
0927-796X,Elsevier
1369-8001,Elsevier
1369-7021,Elsevier
2468-5194,Elsevier
2352-4928,Elsevier
2468-6069,Elsevier
2588-8420,Elsevier
2542-5293,Elsevier
2589-2347,Elsevier
2214-7853,Elsevier
0025-5564,Elsevier
0165-4896,Elsevier
0378-4754,Elsevier
0945-053X,Elsevier
0378-5122,Elsevier
0025-6196,Elsevier
0263-2241,Elsevier
2949-8775,Elsevier
0309-1740,Elsevier
0888-3270,Elsevier
0167-6636,Elsevier
0093-6413,Elsevier
0094-114X,Elsevier
0047-6374,Elsevier
0957-4158,Elsevier
1279-8479,Elsevier
1957-2557,Elsevier
1769-4493,Elsevier
1246-7391,Elsevier
0928-1258,Elsevier
1636-6522,Elsevier
1873-4022,Elsevier
1350-4533,Elsevier
0306-9877,Elsevier
1361-8415,Elsevier
2949-9186,Elsevier
0025-7753,Elsevier
2387-0206,Elsevier
0210-5691,Elsevier
2173-5727,Elsevier
2212-6570,Elsevier
1878-0199,Elsevier
1096-7176,Elsevier
0026-0495,Elsevier
1046-2023,Elsevier
2773-0123,Elsevier
1286-4579,Elsevier
0882-4010,Elsevier
2352-3522,Elsevier
0944-5013,Elsevier
0026-265X,Elsevier
0167-9317,Elsevier
0026-2692,Elsevier
0026-2714,Elsevier
0968-4328,Elsevier
1387-1811,Elsevier
0141-9331,Elsevier
0026-2862,Elsevier
0266-6138,Elsevier
0892-6875,Elsevier
1567-7249,Elsevier
0893-3952,Elsevier
0166-6851,Elsevier
0303-7207,Elsevier
1044-7431,Elsevier
0098-2997,Elsevier
2468-8231,Elsevier
1096-7192,Elsevier
0161-5890,Elsevier
1055-7903,Elsevier
1286-0115,Elsevier
0245-5919,Elsevier
1933-0219,Elsevier
2211-0348,Elsevier
2468-7812,Elsevier
0027-5107,Elsevier
1383-5718,Elsevier
1383-5742,Elsevier
1878-7789,Elsevier
2211-2855,Elsevier
1748-0132,Elsevier
2452-0748,Elsevier
1549-9634,Elsevier
2352-507X,Elsevier
0963-8695,Elsevier
0893-6080,Elsevier
0197-4580,Elsevier
1074-7427,Elsevier
0197-0186,Elsevier
0028-3770,Elsevier
1130-1473,Elsevier
2529-8496,Elsevier
0925-2312,Elsevier
2667-257X,Elsevier
1094-7159,Elsevier
0960-8966,Elsevier
0143-4179,Elsevier
0028-3908,Elsevier
0987-7053,Elsevier
0222-9617,Elsevier
0028-3932,Elsevier
0306-4522,Elsevier
0149-7634,Elsevier
2772-4085,Elsevier
0304-3940,Elsevier
0168-0102,Elsevier
0161-813X,Elsevier
0892-0362,Elsevier
1384-1076,Elsevier
1387-6473,Elsevier
0732-118X,Elsevier
1089-8603,Elsevier
0362-546X,Elsevier
1751-570X,Elsevier
1468-1218,Elsevier
1062-9408,Elsevier
2214-0913,Elsevier
2405-6014,Elsevier
0090-3752,Elsevier
0029-5493,Elsevier
0168-9002,Elsevier
0168-583X,Elsevier
0969-8051,Elsevier
0375-9474,Elsevier
1471-5953,Elsevier
0260-6917,Elsevier
1541-4612,Elsevier
1751-4851,Elsevier
0029-6554,Elsevier
0899-9007,Elsevier
0985-0562,Elsevier
0271-5317,Elsevier
0939-4753,Elsevier
2451-8476,Elsevier
1871-403X,Elsevier
0964-5691,Elsevier
0029-8018,Elsevier
1463-5003,Elsevier
0305-0483,Elsevier
2468-6964,Elsevier
2211-6923,Elsevier
0167-6377,Elsevier
1048-6666,Elsevier
1043-1810,Elsevier
1060-1872,Elsevier
1522-2942,Elsevier
0161-6420,Elsevier
2589-4196,Elsevier
2468-6530,Elsevier
1068-5200,Elsevier
0925-3467,Elsevier
1573-4277,Elsevier
0030-3992,Elsevier
0143-8166,Elsevier
0030-4018,Elsevier
0030-4026,Elsevier
1368-8375,Elsevier
2772-9060,Elsevier
2212-4403,Elsevier
0030-4387,Elsevier
1566-1199,Elsevier
0146-6380,Elsevier
0749-5978,Elsevier
0090-2616,Elsevier
1877-0568,Elsevier
1063-4584,Elsevier
1615-9071,Elsevier
0927-538X,Elsevier
1526-0542,Elsevier
1524-9042,Elsevier
0031-0182,Elsevier
1871-174X,Elsevier
1424-3903,Elsevier
1056-8190,Elsevier
0167-8191,Elsevier
1383-5769,Elsevier
1353-8020,Elsevier
1674-2001,Elsevier
0031-3025,Elsevier
0344-0338,Elsevier
0738-3991,Elsevier
0031-3203,Elsevier
0167-8655,Elsevier
0917-2394,Elsevier
0887-8994,Elsevier
0031-4056,Elsevier
0196-9781,Elsevier
2211-2669,Elsevier
0166-5316,Elsevier
2405-6030,Elsevier
0191-8869,Elsevier
2468-1717,Elsevier
1433-8319,Elsevier
1574-1192,Elsevier
0048-3575,Elsevier
2950-1997,Elsevier
0163-7258,Elsevier
0091-3057,Elsevier
2213-4344,Elsevier
1569-4410,Elsevier
0378-4371,Elsevier
0921-4526,Elsevier
0921-4534,Elsevier
0167-2789,Elsevier
1386-9477,Elsevier
1120-1797,Elsevier
1874-4907,Elsevier
1466-853X,Elsevier
1474-7065,Elsevier
0375-9601,Elsevier
1571-0645,Elsevier
2212-6864,Elsevier
0031-9201,Elsevier
0370-1573,Elsevier
0885-5765,Elsevier
0031-9384,Elsevier
0031-9406,Elsevier
0031-9422,Elsevier
1874-3900,Elsevier
0944-7113,Elsevier
0213-9251,Elsevier
0143-4004,Elsevier
0032-0633,Elsevier
2352-4073,Elsevier
0981-9428,Elsevier
0168-9452,Elsevier
0147-619X,Elsevier
0304-422X,Elsevier
1873-9652,Elsevier
0962-6298,Elsevier
2772-9990,Elsevier
0277-5387,Elsevier
0032-3861,Elsevier
0141-3910,Elsevier
0925-5214,Elsevier
0032-5910,Elsevier
1878-7762,Elsevier
1269-1763,Elsevier
0301-9268,Elsevier
0141-6359,Elsevier
2210-7789,Elsevier
0091-7435,Elsevier
0167-5877,Elsevier
1878-0210,Elsevier
0266-8920,Elsevier
1540-7489,Elsevier
0016-7878,Elsevier
1359-5113,Elsevier
0376-0421,Elsevier
0079-6107,Elsevier
0033-0620,Elsevier
2949-6942,Elsevier
0360-1285,Elsevier
0163-7827,Elsevier
0079-6425,Elsevier
0301-0082,Elsevier
0278-5846,Elsevier
0149-1970,Elsevier
0079-6565,Elsevier
0079-6611,Elsevier
0300-9440,Elsevier
0146-6410,Elsevier
1058-9813,Elsevier
0305-9006,Elsevier
0079-6700,Elsevier
0079-6727,Elsevier
1350-9462,Elsevier
0079-6816,Elsevier
1098-8823,Elsevier
0952-3278,Elsevier
1046-5928,Elsevier
1434-4610,Elsevier
1134-5934,Elsevier
0165-1781,Elsevier
2773-0212,Elsevier
0925-4927,Elsevier
1420-2530,Elsevier
1878-5476,Elsevier
0306-4530,Elsevier
0033-3506,Elsevier
0363-8111,Elsevier
1094-5539,Elsevier
1062-9769,Elsevier
2950-2365,Elsevier
1871-1014,Elsevier
1040-6182,Elsevier
0277-3791,Elsevier
1350-4487,Elsevier
0969-806X,Elsevier
1078-8174,Elsevier
0033-8338,Elsevier
2173-5107,Elsevier
0167-8140,Elsevier
1550-7424,Elsevier
0190-0528,Elsevier
1381-5148,Elsevier
2605-1532,Elsevier
2773-1766,Elsevier
0166-0462,Elsevier
1757-7802,Elsevier
2352-4855,Elsevier
0273-2300,Elsevier
0048-7120,Elsevier
0951-8320,Elsevier
2352-9385,Elsevier
0034-4257,Elsevier
1364-0321,Elsevier
0960-1481,Elsevier
1878-0229,Elsevier
1642-431X,Elsevier
1472-6483,Elsevier
0890-6238,Elsevier
1878-0237,Elsevier
0891-4222,Elsevier
1090-9443,Elsevier
0275-5319,Elsevier
0923-2508,Elsevier
0191-3085,Elsevier
1551-7411,Elsevier
0276-5624,Elsevier
2210-5395,Elsevier
0739-8859,Elsevier
0034-5288,Elsevier
2772-7661,Elsevier
0048-7333,Elsevier
0928-7655,Elsevier
0301-4207,Elsevier
0921-3449,Elsevier
2212-5345,Elsevier
0954-6111,Elsevier
2590-0412,Elsevier
1569-9048,Elsevier
0300-9572,Elsevier
1699-258X,Elsevier
2173-5743,Elsevier
1094-2025,Elsevier
0034-6667,Elsevier
0014-2565,Elsevier
2254-8874,Elsevier
0121-8123,Elsevier
2444-4405,Elsevier
0214-4603,Elsevier
2530-3805,Elsevier
0214-1582,Elsevier
0034-9356,Elsevier
2341-1929,Elsevier
0300-8932,Elsevier
1885-5857,Elsevier
2253-654X,Elsevier
2253-8089,Elsevier
1699-8855,Elsevier
1130-1406,Elsevier
1887-8369,Elsevier
1877-0517,Elsevier
0035-1598,Elsevier
1169-8330,Elsevier
1877-0312,Elsevier
0035-3787,Elsevier
2452-2198,Elsevier
0921-8890,Elsevier
0736-5845,Elsevier
0925-7535,Elsevier
1637-4088,Elsevier
2772-9710,Elsevier
0956-5221,Elsevier
0920-9964,Elsevier
1355-0306,Elsevier
2095-9273,Elsevier
0765-1597,Elsevier
0167-6423,Elsevier
0048-9697,Elsevier
2772-5693,Elsevier
0304-4238,Elsevier
1359-6462,Elsevier
0037-0738,Elsevier
1059-1311,Elsevier
0049-0172,Elsevier
1045-4527,Elsevier
1044-579X,Elsevier
1084-9521,Elsevier
1043-1489,Elsevier
0740-2570,Elsevier
1744-165X,Elsevier
0037-1963,Elsevier
1044-5323,Elsevier
0270-9295,Elsevier
0001-2998,Elsevier
0093-7754,Elsevier
0749-2081,Elsevier
1073-8746,Elsevier
1071-9091,Elsevier
1055-8586,Elsevier
0146-0005,Elsevier
1053-4296,Elsevier
0037-198X,Elsevier
1040-7383,Elsevier
1043-0679,Elsevier
1092-9126,Elsevier
0887-2171,Elsevier
0895-7967,Elsevier
0924-4247,Elsevier
0925-4005,Elsevier
1383-5866,Elsevier
1877-5756,Elsevier
0165-1684,Elsevier
0923-5965,Elsevier
1569-190X,Elsevier
2352-7218,Elsevier
1389-9457,Elsevier
1087-0792,Elsevier
0921-4488,Elsevier
2352-6483,Elsevier
2773-2339,Elsevier
0378-8733,Elsevier
0277-9536,Elsevier
0049-089X,Elsevier
0038-0121,Elsevier
0167-1987,Elsevier
0038-0717,Elsevier
0267-7261,Elsevier
0038-092X,Elsevier
0927-0248,Elsevier
0038-1098,Elsevier
0038-1101,Elsevier
0167-2738,Elsevier
0926-2040,Elsevier
1293-2558,Elsevier
0254-6299,Elsevier
0265-9646,Elsevier
2950-2853,Elsevier
1877-5845,Elsevier
2211-6753,Elsevier
1386-1425,Elsevier
0584-8547,Elsevier
0167-6393,Elsevier
2773-1618,Elsevier
0949-328X,Elsevier
2949-8562,Elsevier
0167-7152,Elsevier
0039-128X,Elsevier
0304-4149,Elsevier
0954-349X,Elsevier
0167-4730,Elsevier
2352-0124,Elsevier
0191-491X,Elsevier
0039-3681,Elsevier
0257-8972,Elsevier
0039-6028,Elsevier
0167-5729,Elsevier
2468-0230,Elsevier
0039-6060,Elsevier
1550-7289,Elsevier
0960-7404,Elsevier
0039-6257,Elsevier
2352-5541,Elsevier
2210-6707,Elsevier
2210-5379,Elsevier
2213-1388,Elsevier
2352-4677,Elsevier
2214-9929,Elsevier
2352-5509,Elsevier
2210-6502,Elsevier
0379-6779,Elsevier
0346-251X,Elsevier
0723-2020,Elsevier
0167-6911,Elsevier
0039-9140,Elsevier
1557-2013,Elsevier
0742-051X,Elsevier
1557-9808,Elsevier
0040-1625,Elsevier
0160-791X,Elsevier
0166-4972,Elsevier
0040-1951,Elsevier
0308-5961,Elsevier
0736-5853,Elsevier
0040-4020,Elsevier
0040-4039,Elsevier
0002-9149,Elsevier
0002-9165,Elsevier
1064-7481,Elsevier
0002-9343,Elsevier
0002-9440,Elsevier
0002-9610,Elsevier
0002-9629,Elsevier
0197-4556,Elsevier
0890-8389,Elsevier
1040-6190,Elsevier
0213-6163,Elsevier
2214-790X,Elsevier
0958-2592,Elsevier
1472-8117,Elsevier
1096-7516,Elsevier
1553-7250,Elsevier
1555-4155,Elsevier
0099-1333,Elsevier
0091-6749,Elsevier
2213-2198,Elsevier
0883-5403,Elsevier
0021-9614,Elsevier
1703-4949,Elsevier
1532-3382,Elsevier
1067-2516,Elsevier
2950-1954,Elsevier
1553-4650,Elsevier
1525-1578,Elsevier
0022-3166,Elsevier
0955-2863,Elsevier
1526-5900,Elsevier
0022-3476,Elsevier
0022-3913,Elsevier
2468-8967,Elsevier
0896-8446,Elsevier
0164-1212,Elsevier
2212-828X,Elsevier
0022-5223,Elsevier
0968-0160,Elsevier
0140-6736,Elsevier
1473-3099,Elsevier
1048-9843,Elsevier
1542-0124,Elsevier
2773-0662,Elsevier
1529-9430,Elsevier
1479-666X,Elsevier
1090-0233,Elsevier
0167-8442,Elsevier
0304-3975,Elsevier
0040-5809,Elsevier
0040-5957,Elsevier
0093-691X,Elsevier
2451-9049,Elsevier
0040-6031,Elsevier
0040-6090,Elsevier
1871-1871,Elsevier
0263-8231,Elsevier
0049-3848,Elsevier
2950-3000,Elsevier
0040-8166,Elsevier
2949-673X,Elsevier
1946-9837,Elsevier
0166-8641,Elsevier
2950-3957,Elsevier
0261-5177,Elsevier
2211-9736,Elsevier
0768-598X,Elsevier
0300-483X,Elsevier
0041-008X,Elsevier
0887-2333,Elsevier
0378-4274,Elsevier
0041-0101,Elsevier
1473-0502,Elsevier
1246-7820,Elsevier
0887-7963,Elsevier
1878-1810,Elsevier
1925-2099,Elsevier
0966-3274,Elsevier
0041-1345,Elsevier
0955-470X,Elsevier
0967-070X,Elsevier
2214-3912,Elsevier
0965-8564,Elsevier
0191-2615,Elsevier
0968-090X,Elsevier
1361-9209,Elsevier
1366-5545,Elsevier
1369-8478,Elsevier
2214-367X,Elsevier
2210-8440,Elsevier
0165-9936,Elsevier
1050-1738,Elsevier
2214-1588,Elsevier
0924-2244,Elsevier
2211-9493,Elsevier
0301-679X,Elsevier
1472-9792,Elsevier
0886-7798,Elsevier
0304-3991,Elsevier
0041-624X,Elsevier
